date,site,meal,day_of_week,weather,event,requested_quantity,actual_received,actual_consumed,vendor,delivery_delay_min,delivery_variance,wastage_quantity,delivery_accuracy_pct,wastage_pct,day_num
2026-05-02,Site C,Dinner,Saturday,Normal,0,647,629,629,Vendor A,8,18,0,97.21792890262752,0.0,5
2026-05-02,Site D,Breakfast,Saturday,Normal,0,239,231,231,Vendor A,5,8,0,96.65271966527197,0.0,5
2026-05-02,Site D,Lunch,Saturday,Normal,0,420,375,375,Vendor C,2,45,0,89.28571428571429,0.0,5
2026-05-02,Site D,Dinner,Saturday,Normal,0,379,340,340,Vendor C,8,39,0,89.70976253298153,0.0,5
2026-05-02,Site E,Breakfast,Saturday,Normal,0,361,331,331,Vendor C,4,30,0,91.68975069252078,0.0,5
2026-05-02,Site E,Lunch,Saturday,Normal,0,558,526,526,Vendor B,5,32,0,94.26523297491039,0.0,5
2026-05-02,Site E,Dinner,Saturday,Normal,0,552,528,528,Vendor B,6,24,0,95.65217391304348,0.0,5
2026-05-03,Site A,Breakfast,Sunday,Normal,0,388,352,352,Vendor C,4,36,0,90.72164948453609,0.0,6
2026-05-03,Site A,Lunch,Sunday,Normal,0,580,542,542,Vendor B,5,38,0,93.44827586206897,0.0,6
2026-05-03,Site A,Dinner,Sunday,Normal,0,590,581,549,Vendor A,0,9,32,98.47457627118644,5.507745266781412,6
2026-05-03,Site B,Breakfast,Sunday,Normal,0,268,260,260,Vendor A,8,8,0,97.01492537313433,0.0,6
2026-05-03,Site B,Lunch,Sunday,Normal,0,462,457,457,Vendor A,7,5,0,98.91774891774891,0.0,6
2026-05-03,Site B,Dinner,Sunday,Normal,0,400,391,391,Vendor A,6,9,0,97.75,0.0,6
2026-05-03,Site C,Breakfast,Sunday,Normal,0,444,417,417,Vendor C,2,27,0,93.91891891891892,0.0,6
2026-05-03,Site C,Lunch,Sunday,Normal,0,648,644,644,Vendor A,3,4,0,99.38271604938271,0.0,6
2026-05-03,Site C,Dinner,Sunday,Normal,0,560,522,522,Vendor B,2,38,0,93.21428571428572,0.0,6
2026-05-03,Site D,Breakfast,Sunday,Normal,0,201,192,192,Vendor A,2,9,0,95.52238805970148,0.0,6
2026-05-03,Site D,Lunch,Sunday,Normal,0,400,378,378,Vendor B,10,22,0,94.5,0.0,6
2026-05-03,Site D,Dinner,Sunday,Normal,0,329,319,313,Vendor A,5,10,6,96.96048632218846,1.8808777429467085,6
2026-05-03,Site E,Breakfast,Sunday,Normal,0,327,316,316,Vendor A,6,11,0,96.63608562691131,0.0,6
2026-05-03,Site E,Lunch,Sunday,Normal,0,549,516,516,Vendor B,3,33,0,93.98907103825137,0.0,6
2026-05-03,Site E,Dinner,Sunday,Normal,0,505,478,460,Vendor B,3,27,18,94.65346534653465,3.765690376569038,6
2026-05-04,Site A,Breakfast,Monday,Normal,0,543,480,480,Vendor C,10,63,0,88.39779005524862,0.0,0
2026-05-04,Site A,Lunch,Monday,Normal,0,769,723,723,Vendor B,6,46,0,94.01820546163849,0.0,0
2026-05-04,Site A,Dinner,Monday,Normal,0,720,627,627,Vendor C,6,93,0,87.08333333333333,0.0,0
2026-05-04,Site B,Breakfast,Monday,Normal,0,381,360,360,Vendor B,12,21,0,94.48818897637796,0.0,0
2026-05-04,Site B,Lunch,Monday,Normal,0,629,603,603,Vendor A,6,26,0,95.86645468998411,0.0,0
2026-05-04,Site B,Dinner,Monday,Normal,0,586,575,540,Vendor A,12,11,35,98.12286689419795,6.086956521739131,0
2026-05-04,Site C,Breakfast,Monday,Normal,0,588,547,547,Vendor B,10,41,0,93.02721088435374,0.0,0
2026-05-04,Site C,Lunch,Monday,Normal,0,950,904,904,Vendor B,12,46,0,95.15789473684211,0.0,0
2026-05-04,Site C,Dinner,Monday,Normal,0,754,680,680,Vendor C,12,74,0,90.18567639257294,0.0,0
2026-05-04,Site D,Breakfast,Monday,Normal,0,279,267,267,Vendor A,5,12,0,95.6989247311828,0.0,0
2026-05-04,Site D,Lunch,Monday,Normal,0,487,441,441,Vendor B,8,46,0,90.55441478439425,0.0,0
2026-05-04,Site D,Dinner,Monday,Normal,0,456,425,422,Vendor B,9,31,3,93.2017543859649,0.7058823529411765,0
2026-05-04,Site E,Breakfast,Monday,Normal,0,471,455,454,Vendor A,9,16,1,96.60297239915074,0.21978021978021978,0
2026-05-04,Site E,Lunch,Monday,Normal,0,716,689,689,Vendor A,7,27,0,96.22905027932961,0.0,0
2026-05-04,Site E,Dinner,Monday,Normal,0,651,634,614,Vendor A,11,17,20,97.38863287250385,3.1545741324921135,0
2026-05-05,Site A,Breakfast,Tuesday,Cloudy,0,552,509,509,Vendor C,10,43,0,92.21014492753623,0.0,1
2026-05-05,Site A,Lunch,Tuesday,Cloudy,0,940,842,842,Vendor A,25,98,0,89.57446808510639,0.0,1
2026-05-05,Site A,Dinner,Tuesday,Cloudy,0,670,645,645,Vendor A,8,25,0,96.26865671641791,0.0,1
2026-05-05,Site B,Breakfast,Tuesday,Cloudy,0,381,347,347,Vendor C,6,34,0,91.0761154855643,0.0,1
2026-05-05,Site B,Lunch,Tuesday,Cloudy,0,661,647,642,Vendor A,9,14,5,97.88199697428139,0.7727975270479135,1
2026-05-05,Site B,Dinner,Tuesday,Cloudy,0,560,467,467,Vendor A,19,93,0,83.39285714285715,0.0,1
2026-05-05,Site C,Breakfast,Tuesday,Cloudy,0,519,488,488,Vendor A,5,31,0,94.02697495183044,0.0,1
2026-05-05,Site C,Lunch,Tuesday,Cloudy,0,956,918,918,Vendor B,7,38,0,96.02510460251045,0.0,1
2026-05-05,Site C,Dinner,Tuesday,Cloudy,0,881,817,817,Vendor B,5,64,0,92.7355278093076,0.0,1
2026-05-05,Site D,Breakfast,Tuesday,Cloudy,0,295,285,285,Vendor B,3,10,0,96.61016949152543,0.0,1
2026-05-05,Site D,Lunch,Tuesday,Cloudy,0,486,429,429,Vendor C,10,57,0,88.27160493827161,0.0,1
2026-05-05,Site D,Dinner,Tuesday,Cloudy,0,415,407,407,Vendor A,6,8,0,98.0722891566265,0.0,1
2026-05-05,Site E,Breakfast,Tuesday,Cloudy,0,482,459,450,Vendor A,10,23,9,95.22821576763485,1.9607843137254901,1
2026-05-05,Site E,Lunch,Tuesday,Cloudy,0,779,736,736,Vendor B,13,43,0,94.4801026957638,0.0,1
2026-05-05,Site E,Dinner,Tuesday,Cloudy,0,649,625,625,Vendor A,8,24,0,96.3020030816641,0.0,1
2026-05-06,Site A,Breakfast,Wednesday,Normal,0,458,443,443,Vendor A,6,15,0,96.72489082969432,0.0,2
2026-05-06,Site A,Lunch,Wednesday,Normal,0,870,812,812,Vendor B,6,58,0,93.33333333333333,0.0,2
2026-05-06,Site A,Dinner,Wednesday,Normal,0,767,708,708,Vendor B,7,59,0,92.3076923076923,0.0,2
2026-05-06,Site B,Breakfast,Wednesday,Normal,0,419,385,385,Vendor C,7,34,0,91.8854415274463,0.0,2
2026-05-06,Site B,Lunch,Wednesday,Normal,0,624,574,574,Vendor C,10,50,0,91.98717948717949,0.0,2
2026-05-06,Site B,Dinner,Wednesday,Normal,0,562,515,515,Vendor A,10,47,0,91.63701067615658,0.0,2
2026-05-06,Site C,Breakfast,Wednesday,Normal,0,582,561,543,Vendor A,2,21,18,96.3917525773196,3.2085561497326207,2
2026-05-06,Site C,Lunch,Wednesday,Normal,0,1015,946,915,Vendor B,8,69,31,93.20197044334975,3.276955602536998,2
2026-05-06,Site C,Dinner,Wednesday,Normal,0,838,827,815,Vendor A,8,11,12,98.68735083532219,1.4510278113663846,2
2026-05-06,Site D,Breakfast,Wednesday,Normal,0,311,278,278,Vendor C,4,33,0,89.38906752411575,0.0,2
2026-05-06,Site D,Lunch,Wednesday,Normal,0,521,519,485,Vendor A,7,2,34,99.61612284069098,6.551059730250482,2
2026-05-06,Site D,Dinner,Wednesday,Normal,0,467,452,452,Vendor A,8,15,0,96.78800856531049,0.0,2
2026-05-06,Site E,Breakfast,Wednesday,Normal,0,458,414,414,Vendor B,5,44,0,90.39301310043668,0.0,2
2026-05-06,Site E,Lunch,Wednesday,Normal,0,710,665,665,Vendor B,7,45,0,93.66197183098592,0.0,2
2026-05-06,Site E,Dinner,Wednesday,Normal,0,630,618,600,Vendor A,9,12,18,98.09523809523809,2.912621359223301,2
2026-05-07,Site A,Breakfast,Thursday,Cloudy,0,516,460,460,Vendor C,4,56,0,89.14728682170544,0.0,3
2026-05-07,Site A,Lunch,Thursday,Cloudy,0,880,813,813,Vendor A,28,67,0,92.38636363636363,0.0,3
2026-05-07,Site A,Dinner,Thursday,Cloudy,0,731,716,716,Vendor A,4,15,0,97.94801641586868,0.0,3
2026-05-07,Site B,Breakfast,Thursday,Cloudy,0,390,365,364,Vendor B,8,25,1,93.58974358974359,0.273972602739726,3
2026-05-07,Site B,Lunch,Thursday,Cloudy,0,605,557,557,Vendor C,13,48,0,92.06611570247934,0.0,3
2026-05-07,Site B,Dinner,Thursday,Cloudy,0,550,490,490,Vendor C,8,60,0,89.0909090909091,0.0,3
2026-05-07,Site C,Breakfast,Thursday,Cloudy,0,533,497,497,Vendor B,9,36,0,93.24577861163228,0.0,3
2026-05-07,Site C,Lunch,Thursday,Cloudy,0,910,873,872,Vendor B,5,37,1,95.93406593406594,0.11454753722794961,3
2026-05-07,Site C,Dinner,Thursday,Cloudy,0,898,853,853,Vendor A,9,45,0,94.98886414253897,0.0,3
2026-05-07,Site D,Breakfast,Thursday,Cloudy,0,302,280,280,Vendor B,3,22,0,92.71523178807946,0.0,3
2026-05-07,Site D,Lunch,Thursday,Cloudy,0,502,469,469,Vendor B,7,33,0,93.42629482071713,0.0,3
2026-05-07,Site D,Dinner,Thursday,Cloudy,0,441,427,423,Vendor A,11,14,4,96.82539682539682,0.936768149882904,3
2026-05-07,Site E,Breakfast,Thursday,Cloudy,0,431,390,390,Vendor C,1,41,0,90.48723897911833,0.0,3
2026-05-07,Site E,Lunch,Thursday,Cloudy,0,725,713,712,Vendor A,9,12,1,98.34482758620689,0.1402524544179523,3
2026-05-07,Site E,Dinner,Thursday,Cloudy,0,718,696,655,Vendor A,7,22,41,96.93593314763231,5.890804597701149,3
2026-05-08,Site A,Breakfast,Friday,Cloudy,0,532,499,499,Vendor C,6,33,0,93.796992481203,0.0,4
2026-05-08,Site A,Lunch,Friday,Cloudy,0,897,863,858,Vendor A,8,34,5,96.20958751393533,0.5793742757821553,4
2026-05-08,Site A,Dinner,Friday,Cloudy,0,756,700,700,Vendor B,6,56,0,92.5925925925926,0.0,4
2026-05-08,Site B,Breakfast,Friday,Cloudy,0,373,337,337,Vendor C,0,36,0,90.3485254691689,0.0,4
2026-05-08,Site B,Lunch,Friday,Cloudy,0,680,672,672,Vendor A,8,8,0,98.82352941176471,0.0,4
2026-05-08,Site B,Dinner,Friday,Cloudy,0,626,587,587,Vendor B,9,39,0,93.76996805111821,0.0,4
2026-05-08,Site C,Breakfast,Friday,Cloudy,0,668,603,603,Vendor C,6,65,0,90.26946107784431,0.0,4
2026-05-08,Site C,Lunch,Friday,Cloudy,0,1131,1056,1050,Vendor B,8,75,6,93.36870026525199,0.5681818181818182,4
2026-05-08,Site C,Dinner,Friday,Cloudy,0,880,848,848,Vendor A,0,32,0,96.36363636363636,0.0,4
2026-05-08,Site D,Breakfast,Friday,Cloudy,0,320,311,311,Vendor A,4,9,0,97.1875,0.0,4
2026-05-08,Site D,Lunch,Friday,Cloudy,0,549,540,540,Vendor A,6,9,0,98.36065573770492,0.0,4
2026-05-08,Site D,Dinner,Friday,Cloudy,0,488,444,444,Vendor C,6,44,0,90.98360655737704,0.0,4
2026-05-08,Site E,Breakfast,Friday,Cloudy,0,466,431,431,Vendor B,7,35,0,92.4892703862661,0.0,4
2026-05-08,Site E,Lunch,Friday,Cloudy,0,673,647,647,Vendor B,8,26,0,96.13670133729569,0.0,4
2026-05-08,Site E,Dinner,Friday,Cloudy,0,635,597,597,Vendor B,9,38,0,94.01574803149606,0.0,4
2026-05-09,Site A,Breakfast,Saturday,Cloudy,1,510,480,480,Vendor A,8,30,0,94.11764705882352,0.0,5
2026-05-09,Site A,Lunch,Saturday,Cloudy,1,691,683,683,Vendor A,10,8,0,98.84225759768451,0.0,5
2026-05-09,Site A,Dinner,Saturday,Cloudy,1,649,630,630,Vendor A,2,19,0,97.07241910631741,0.0,5
2026-05-09,Site B,Breakfast,Saturday,Cloudy,1,400,369,369,Vendor C,7,31,0,92.25,0.0,5
2026-05-09,Site B,Lunch,Saturday,Cloudy,1,621,611,593,Vendor A,6,10,18,98.38969404186795,2.9459901800327333,5
2026-05-09,Site B,Dinner,Saturday,Cloudy,1,499,482,482,Vendor B,10,17,0,96.59318637274549,0.0,5
2026-05-09,Site C,Breakfast,Saturday,Cloudy,1,569,557,531,Vendor A,2,12,26,97.89103690685414,4.66786355475763,5
2026-05-09,Site C,Lunch,Saturday,Cloudy,1,832,810,810,Vendor A,10,22,0,97.35576923076923,0.0,5
2026-05-09,Site C,Dinner,Saturday,Cloudy,1,770,698,698,Vendor C,2,72,0,90.64935064935065,0.0,5
2026-05-09,Site D,Breakfast,Saturday,Cloudy,1,260,231,231,Vendor A,15,29,0,88.84615384615384,0.0,5
2026-05-09,Site D,Lunch,Saturday,Cloudy,1,491,473,463,Vendor A,2,18,10,96.33401221995926,2.1141649048625792,5
2026-05-09,Site D,Dinner,Saturday,Cloudy,1,423,397,395,Vendor B,1,26,2,93.85342789598108,0.5037783375314862,5
2026-05-09,Site E,Breakfast,Saturday,Cloudy,1,410,387,387,Vendor B,3,23,0,94.39024390243902,0.0,5
2026-05-09,Site E,Lunch,Saturday,Cloudy,1,660,623,623,Vendor B,2,37,0,94.39393939393939,0.0,5
2026-05-09,Site E,Dinner,Saturday,Cloudy,1,594,542,542,Vendor B,5,52,0,91.24579124579124,0.0,5
2026-05-10,Site A,Breakfast,Sunday,Normal,0,348,321,321,Vendor B,4,27,0,92.24137931034483,0.0,6
2026-05-10,Site A,Lunch,Sunday,Normal,0,598,600,590,Vendor A,4,-2,10,100.33444816053512,1.6666666666666667,6
2026-05-10,Site A,Dinner,Sunday,Normal,0,589,537,537,Vendor C,6,52,0,91.17147707979628,0.0,6
2026-05-10,Site B,Breakfast,Sunday,Normal,0,295,276,276,Vendor B,4,19,0,93.55932203389831,0.0,6
2026-05-10,Site B,Lunch,Sunday,Normal,0,474,465,458,Vendor A,6,9,7,98.10126582278481,1.5053763440860215,6
2026-05-10,Site B,Dinner,Sunday,Normal,0,411,400,400,Vendor A,5,11,0,97.32360097323601,0.0,6
2026-05-10,Site C,Breakfast,Sunday,Normal,0,434,404,404,Vendor B,5,30,0,93.08755760368663,0.0,6
2026-05-10,Site C,Lunch,Sunday,Normal,0,692,631,631,Vendor B,0,61,0,91.1849710982659,0.0,6
2026-05-10,Site C,Dinner,Sunday,Normal,0,614,561,561,Vendor C,8,53,0,91.36807817589576,0.0,6
2026-05-10,Site D,Breakfast,Sunday,Normal,0,208,207,207,Vendor A,4,1,0,99.51923076923077,0.0,6
2026-05-10,Site D,Lunch,Sunday,Normal,0,331,309,309,Vendor B,5,22,0,93.35347432024169,0.0,6
2026-05-10,Site D,Dinner,Sunday,Normal,0,332,314,314,Vendor B,0,18,0,94.57831325301204,0.0,6
2026-05-10,Site E,Breakfast,Sunday,Normal,0,333,322,322,Vendor A,11,11,0,96.69669669669669,0.0,6
2026-05-10,Site E,Lunch,Sunday,Normal,0,509,457,457,Vendor C,6,52,0,89.78388998035363,0.0,6
2026-05-10,Site E,Dinner,Sunday,Normal,0,476,443,443,Vendor C,7,33,0,93.0672268907563,0.0,6
2026-05-11,Site A,Breakfast,Monday,Normal,0,493,462,462,Vendor B,13,31,0,93.71196754563894,0.0,0
2026-05-11,Site A,Lunch,Monday,Normal,0,833,812,812,Vendor A,8,21,0,97.47899159663865,0.0,0
2026-05-11,Site A,Dinner,Monday,Normal,0,787,631,631,Vendor B,17,156,0,80.17789072426937,0.0,0
2026-05-11,Site B,Breakfast,Monday,Normal,0,401,379,379,Vendor B,6,22,0,94.51371571072319,0.0,0
2026-05-11,Site B,Lunch,Monday,Normal,0,539,493,493,Vendor B,8,46,0,91.4656771799629,0.0,0
2026-05-11,Site B,Dinner,Monday,Normal,0,499,483,483,Vendor A,14,16,0,96.79358717434869,0.0,0
2026-05-11,Site C,Breakfast,Monday,Normal,0,615,517,517,Vendor C,30,98,0,84.0650406504065,0.0,0
2026-05-11,Site C,Lunch,Monday,Normal,0,890,868,868,Vendor A,6,22,0,97.52808988764045,0.0,0
2026-05-11,Site C,Dinner,Monday,Normal,0,838,804,801,Vendor A,10,34,3,95.94272076372316,0.3731343283582089,0
2026-05-11,Site D,Breakfast,Monday,Normal,0,284,252,252,Vendor C,8,32,0,88.73239436619718,0.0,0
2026-05-11,Site D,Lunch,Monday,Normal,0,501,491,478,Vendor A,6,10,13,98.00399201596807,2.6476578411405294,0
2026-05-11,Site D,Dinner,Monday,Normal,0,463,461,430,Vendor A,7,2,31,99.56803455723542,6.724511930585683,0
2026-05-11,Site E,Breakfast,Monday,Normal,0,453,418,418,Vendor C,7,35,0,92.27373068432672,0.0,0
2026-05-11,Site E,Lunch,Monday,Normal,0,705,691,673,Vendor A,9,14,18,98.01418439716312,2.6049204052098407,0
2026-05-11,Site E,Dinner,Monday,Normal,0,648,646,624,Vendor A,5,2,22,99.69135802469135,3.4055727554179565,0
2026-05-12,Site A,Breakfast,Tuesday,Normal,0,518,510,510,Vendor A,8,8,0,98.45559845559846,0.0,1
2026-05-12,Site A,Lunch,Tuesday,Normal,0,874,817,817,Vendor B,0,57,0,93.47826086956522,0.0,1
2026-05-12,Site A,Dinner,Tuesday,Normal,0,765,623,623,Vendor C,24,142,0,81.43790849673202,0.0,1
2026-05-12,Site B,Breakfast,Tuesday,Normal,0,397,365,365,Vendor C,4,32,0,91.93954659949623,0.0,1
2026-05-12,Site B,Lunch,Tuesday,Normal,0,647,622,622,Vendor A,5,25,0,96.13601236476043,0.0,1
2026-05-12,Site B,Dinner,Tuesday,Normal,0,535,501,501,Vendor B,7,34,0,93.64485981308411,0.0,1
2026-05-12,Site C,Breakfast,Tuesday,Normal,0,576,545,535,Vendor B,7,31,10,94.61805555555556,1.834862385321101,1
2026-05-12,Site C,Lunch,Tuesday,Normal,0,983,808,808,Vendor C,27,175,0,82.19735503560528,0.0,1
2026-05-12,Site C,Dinner,Tuesday,Normal,0,888,863,826,Vendor A,4,25,37,97.18468468468468,4.287369640787949,1
2026-05-12,Site D,Breakfast,Tuesday,Normal,0,274,273,273,Vendor A,15,1,0,99.63503649635037,0.0,1
2026-05-12,Site D,Lunch,Tuesday,Normal,0,528,518,511,Vendor A,7,10,7,98.10606060606061,1.3513513513513513,1
2026-05-12,Site D,Dinner,Tuesday,Normal,0,405,373,373,Vendor C,6,32,0,92.09876543209876,0.0,1
2026-05-12,Site E,Breakfast,Tuesday,Normal,0,457,425,425,Vendor B,11,32,0,92.99781181619255,0.0,1
2026-05-12,Site E,Lunch,Tuesday,Normal,0,758,752,716,Vendor A,9,6,36,99.2084432717678,4.787234042553192,1
2026-05-12,Site E,Dinner,Tuesday,Normal,0,622,572,572,Vendor B,5,50,0,91.96141479099678,0.0,1
2026-05-13,Site A,Breakfast,Wednesday,Normal,0,504,459,459,Vendor C,7,45,0,91.07142857142857,0.0,2
2026-05-13,Site A,Lunch,Wednesday,Normal,0,854,838,823,Vendor A,7,16,15,98.12646370023418,1.7899761336515514,2
2026-05-13,Site A,Dinner,Wednesday,Normal,0,742,717,717,Vendor B,7,25,0,96.63072776280323,0.0,2
2026-05-13,Site B,Breakfast,Wednesday,Normal,0,347,323,323,Vendor B,11,24,0,93.0835734870317,0.0,2
2026-05-13,Site B,Lunch,Wednesday,Normal,0,676,635,635,Vendor B,7,41,0,93.93491124260355,0.0,2
2026-05-13,Site B,Dinner,Wednesday,Normal,0,468,456,456,Vendor A,9,12,0,97.43589743589743,0.0,2
2026-05-13,Site C,Breakfast,Wednesday,Normal,0,607,554,554,Vendor C,10,53,0,91.26853377265239,0.0,2
2026-05-13,Site C,Lunch,Wednesday,Normal,0,960,936,915,Vendor A,11,24,21,97.5,2.2435897435897436,2
2026-05-13,Site C,Dinner,Wednesday,Normal,0,760,711,711,Vendor B,2,49,0,93.55263157894737,0.0,2
2026-05-13,Site D,Breakfast,Wednesday,Normal,0,324,303,292,Vendor B,6,21,11,93.51851851851852,3.6303630363036308,2
2026-05-13,Site D,Lunch,Wednesday,Normal,0,457,445,445,Vendor A,2,12,0,97.3741794310722,0.0,2
2026-05-13,Site D,Dinner,Wednesday,Normal,0,450,414,414,Vendor B,10,36,0,92.0,0.0,2
2026-05-13,Site E,Breakfast,Wednesday,Normal,0,466,452,452,Vendor A,8,14,0,96.99570815450643,0.0,2
2026-05-13,Site E,Lunch,Wednesday,Normal,0,765,716,709,Vendor B,9,49,7,93.59477124183006,0.9776536312849162,2
2026-05-13,Site E,Dinner,Wednesday,Normal,0,672,647,647,Vendor B,4,25,0,96.27976190476191,0.0,2
2026-05-14,Site A,Breakfast,Thursday,Normal,0,512,494,494,Vendor A,4,18,0,96.484375,0.0,3
2026-05-14,Site A,Lunch,Thursday,Normal,0,886,861,839,Vendor A,5,25,22,97.17832957110609,2.5551684088269457,3
2026-05-14,Site A,Dinner,Thursday,Normal,0,658,607,607,Vendor B,11,51,0,92.24924012158054,0.0,3
2026-05-14,Site B,Breakfast,Thursday,Normal,0,420,377,377,Vendor C,9,43,0,89.76190476190476,0.0,3
2026-05-14,Site B,Lunch,Thursday,Normal,0,627,565,565,Vendor C,4,62,0,90.1116427432217,0.0,3
2026-05-14,Site B,Dinner,Thursday,Normal,0,564,530,530,Vendor B,9,34,0,93.97163120567376,0.0,3
2026-05-14,Site C,Breakfast,Thursday,Normal,0,659,636,616,Vendor B,5,23,20,96.50986342943855,3.1446540880503147,3
2026-05-14,Site C,Lunch,Thursday,Normal,0,942,855,855,Vendor C,2,87,0,90.76433121019109,0.0,3
2026-05-14,Site C,Dinner,Thursday,Normal,0,871,809,809,Vendor B,5,62,0,92.8817451205511,0.0,3
2026-05-14,Site D,Breakfast,Thursday,Normal,0,326,323,300,Vendor A,7,3,23,99.079754601227,7.120743034055728,3
2026-05-14,Site D,Lunch,Thursday,Normal,0,486,468,468,Vendor A,9,18,0,96.29629629629629,0.0,3
2026-05-14,Site D,Dinner,Thursday,Normal,0,473,428,428,Vendor C,8,45,0,90.48625792811839,0.0,3
2026-05-14,Site E,Breakfast,Thursday,Normal,0,441,417,417,Vendor B,6,24,0,94.5578231292517,0.0,3
2026-05-14,Site E,Lunch,Thursday,Normal,0,609,573,573,Vendor B,8,36,0,94.08866995073892,0.0,3
2026-05-14,Site E,Dinner,Thursday,Normal,0,681,642,622,Vendor B,6,39,20,94.27312775330397,3.115264797507788,3
2026-05-15,Site A,Breakfast,Friday,Normal,0,553,494,494,Vendor C,4,59,0,89.33092224231464,0.0,4
2026-05-15,Site A,Lunch,Friday,Normal,0,840,786,786,Vendor B,0,54,0,93.57142857142857,0.0,4
2026-05-15,Site A,Dinner,Friday,Normal,0,764,731,731,Vendor A,9,33,0,95.68062827225131,0.0,4
2026-05-15,Site B,Breakfast,Friday,Normal,0,435,395,395,Vendor C,8,40,0,90.80459770114942,0.0,4
2026-05-15,Site B,Lunch,Friday,Normal,0,693,651,651,Vendor B,2,42,0,93.93939393939394,0.0,4
2026-05-15,Site B,Dinner,Friday,Normal,0,626,609,605,Vendor A,9,17,4,97.28434504792332,0.6568144499178982,4
2026-05-15,Site C,Breakfast,Friday,Normal,0,619,607,586,Vendor A,13,12,21,98.06138933764136,3.459637561779242,4
2026-05-15,Site C,Lunch,Friday,Normal,0,1146,961,961,Vendor B,22,185,0,83.85689354275742,0.0,4
2026-05-15,Site C,Dinner,Friday,Normal,0,1000,954,954,Vendor B,7,46,0,95.39999999999999,0.0,4
2026-05-15,Site D,Breakfast,Friday,Normal,0,323,318,318,Vendor A,13,5,0,98.45201238390094,0.0,4
2026-05-15,Site D,Lunch,Friday,Normal,0,514,481,481,Vendor B,6,33,0,93.57976653696498,0.0,4
2026-05-15,Site D,Dinner,Friday,Normal,0,444,435,421,Vendor A,4,9,14,97.97297297297297,3.218390804597701,4
2026-05-15,Site E,Breakfast,Friday,Normal,0,524,483,483,Vendor C,8,41,0,92.17557251908397,0.0,4
2026-05-15,Site E,Lunch,Friday,Normal,0,784,739,739,Vendor B,8,45,0,94.26020408163265,0.0,4
2026-05-15,Site E,Dinner,Friday,Normal,0,649,631,631,Vendor A,2,18,0,97.22650231124807,0.0,4
2026-05-16,Site A,Breakfast,Saturday,Normal,0,420,392,392,Vendor C,3,28,0,93.33333333333333,0.0,5
2026-05-16,Site A,Lunch,Saturday,Normal,0,672,653,616,Vendor A,7,19,37,97.17261904761905,5.66615620214395,5
